box_id,task_id,field,A_value,B_value,delta,A_source_function,B_source_function
S010-WAT-01,Q2-013,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S010-WAT-01,Q2-013,late_flag,False,False,0.0,eval_A,eval_B
S010-WAT-01,Q2-013,lateness,0.0,0.0,0.0,eval_A,eval_B
S010-FOD-01,Q2-013,arrival_time,3304.834821593509,3304.834821593509,0.0,eval_A,eval_B
S010-FOD-01,Q2-013,completion_time,3544.834821593509,3544.834821593509,0.0,eval_A,eval_B
S010-FOD-01,Q2-013,hard_deadline,,,,eval_A,eval_B
S010-FOD-01,Q2-013,late_flag,False,False,0.0,eval_A,eval_B
S010-FOD-01,Q2-013,lateness,0.0,0.0,0.0,eval_A,eval_B
S011-MED-01,Q2-014,arrival_time,8287.004448312813,8287.004448312813,0.0,eval_A,eval_B
S011-MED-01,Q2-014,completion_time,8527.004448312813,8527.004448312813,0.0,eval_A,eval_B
S011-MED-01,Q2-014,hard_deadline,10800.0,10800.0,0.0,eval_A,eval_B
S011-MED-01,Q2-014,late_flag,False,False,0.0,eval_A,eval_B
S011-MED-01,Q2-014,lateness,0.0,0.0,0.0,eval_A,eval_B
S011-WAT-01,Q2-014,arrival_time,8287.004448312813,8287.004448312813,0.0,eval_A,eval_B
S011-WAT-01,Q2-014,completion_time,8527.004448312813,8527.004448312813,0.0,eval_A,eval_B
S011-WAT-01,Q2-014,hard_deadline,10800.0,10800.0,0.0,eval_A,eval_B
S011-WAT-01,Q2-014,late_flag,False,False,0.0,eval_A,eval_B
S011-WAT-01,Q2-014,lateness,0.0,0.0,0.0,eval_A,eval_B
S011-FOD-01,Q2-014,arrival_time,8287.004448312813,8287.004448312813,0.0,eval_A,eval_B
S011-FOD-01,Q2-014,completion_time,8527.004448312813,8527.004448312813,0.0,eval_A,eval_B
S011-FOD-01,Q2-014,hard_deadline,,,,eval_A,eval_B
S011-FOD-01,Q2-014,late_flag,False,False,0.0,eval_A,eval_B
S011-FOD-01,Q2-014,lateness,0.0,0.0,0.0,eval_A,eval_B
S012-MED-01,Q2-015,arrival_time,17531.87466950354,17531.87466950354,0.0,eval_A,eval_B
S012-MED-01,Q2-015,completion_time,17771.87466950354,17771.87466950354,0.0,eval_A,eval_B
S012-MED-01,Q2-015,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S012-MED-01,Q2-015,late_flag,True,True,0.0,eval_A,eval_B
S012-MED-01,Q2-015,lateness,14171.87466950354,14171.87466950354,0.0,eval_A,eval_B
S012-WAT-01,Q2-015,arrival_time,17531.87466950354,17531.87466950354,0.0,eval_A,eval_B
S012-WAT-01,Q2-015,completion_time,17771.87466950354,17771.87466950354,0.0,eval_A,eval_B
S012-WAT-01,Q2-015,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S012-WAT-01,Q2-015,late_flag,True,True,0.0,eval_A,eval_B
S012-WAT-01,Q2-015,lateness,14171.87466950354,14171.87466950354,0.0,eval_A,eval_B
S012-FOD-01,Q2-015,arrival_time,17531.87466950354,17531.87466950354,0.0,eval_A,eval_B
S012-FOD-01,Q2-015,completion_time,17771.87466950354,17771.87466950354,0.0,eval_A,eval_B
S012-FOD-01,Q2-015,hard_deadline,,,,eval_A,eval_B
S012-FOD-01,Q2-015,late_flag,False,False,0.0,eval_A,eval_B
S012-FOD-01,Q2-015,lateness,0.0,0.0,0.0,eval_A,eval_B
S013-MED-01,Q2-016,arrival_time,23142.75360869577,23142.75360869577,0.0,eval_A,eval_B
S013-MED-01,Q2-016,completion_time,23382.75360869577,23382.75360869577,0.0,eval_A,eval_B
S013-MED-01,Q2-016,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S013-MED-01,Q2-016,late_flag,True,True,0.0,eval_A,eval_B
S013-MED-01,Q2-016,lateness,19782.75360869577,19782.75360869577,0.0,eval_A,eval_B
S013-WAT-01,Q2-016,arrival_time,23142.75360869577,23142.75360869577,0.0,eval_A,eval_B
S013-WAT-01,Q2-016,completion_time,23382.75360869577,23382.75360869577,0.0,eval_A,eval_B
S013-WAT-01,Q2-016,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S013-WAT-01,Q2-016,late_flag,True,True,0.0,eval_A,eval_B
S013-WAT-01,Q2-016,lateness,19782.75360869577,19782.75360869577,0.0,eval_A,eval_B
S013-FOD-01,Q2-016,arrival_time,23142.75360869577,23142.75360869577,0.0,eval_A,eval_B
S013-FOD-01,Q2-016,completion_time,23382.75360869577,23382.75360869577,0.0,eval_A,eval_B
S013-FOD-01,Q2-016,hard_deadline,,,,eval_A,eval_B
S013-FOD-01,Q2-016,late_flag,False,False,0.0,eval_A,eval_B
S013-FOD-01,Q2-016,lateness,0.0,0.0,0.0,eval_A,eval_B
S014-MED-01,Q2-017,arrival_time,22421.851502011526,22421.851502011526,0.0,eval_A,eval_B
S014-MED-01,Q2-017,completion_time,22661.851502011526,22661.851502011526,0.0,eval_A,eval_B
S014-MED-01,Q2-017,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S014-MED-01,Q2-017,late_flag,True,True,0.0,eval_A,eval_B
S014-MED-01,Q2-017,lateness,19061.851502011526,19061.851502011526,0.0,eval_A,eval_B
S014-WAT-01,Q2-017,arrival_time,22421.851502011526,22421.851502011526,0.0,eval_A,eval_B
S014-WAT-01,Q2-017,completion_time,22661.851502011526,22661.851502011526,0.0,eval_A,eval_B
S014-WAT-01,Q2-017,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S014-WAT-01,Q2-017,late_flag,True,True,0.0,eval_A,eval_B
S014-WAT-01,Q2-017,lateness,19061.851502011526,19061.851502011526,0.0,eval_A,eval_B
S014-FOD-01,Q2-017,arrival_time,22421.851502011526,22421.851502011526,0.0,eval_A,eval_B
S014-FOD-01,Q2-017,completion_time,22661.851502011526,22661.851502011526,0.0,eval_A,eval_B
S014-FOD-01,Q2-017,hard_deadline,,,,eval_A,eval_B
S014-FOD-01,Q2-017,late_flag,False,False,0.0,eval_A,eval_B
S014-FOD-01,Q2-017,lateness,0.0,0.0,0.0,eval_A,eval_B
S015-MED-01,Q2-018,arrival_time,11478.253122811995,11478.253122811995,0.0,eval_A,eval_B
S015-MED-01,Q2-018,completion_time,11718.253122811995,11718.253122811995,0.0,eval_A,eval_B
S015-MED-01,Q2-018,hard_deadline,7200.0,7200.0,0.0,eval_A,eval_B
S015-MED-01,Q2-018,late_flag,True,True,0.0,eval_A,eval_B
S015-MED-01,Q2-018,lateness,4518.253122811995,4518.253122811995,0.0,eval_A,eval_B
S015-WAT-01,Q2-018,arrival_time,11478.253122811995,11478.253122811995,0.0,eval_A,eval_B
S015-WAT-01,Q2-018,completion_time,11718.253122811995,11718.253122811995,0.0,eval_A,eval_B
S015-WAT-01,Q2-018,hard_deadline,10800.0,10800.0,0.0,eval_A,eval_B
S015-WAT-01,Q2-018,late_flag,True,True,0.0,eval_A,eval_B
S015-WAT-01,Q2-018,lateness,918.2531228119951,918.2531228119951,0.0,eval_A,eval_B
S015-FOD-01,Q2-018,arrival_time,11478.253122811995,11478.253122811995,0.0,eval_A,eval_B
S015-FOD-01,Q2-018,completion_time,11718.253122811995,11718.253122811995,0.0,eval_A,eval_B
S015-FOD-01,Q2-018,hard_deadline,,,,eval_A,eval_B
S015-FOD-01,Q2-018,late_flag,False,False,0.0,eval_A,eval_B
S015-FOD-01,Q2-018,lateness,0.0,0.0,0.0,eval_A,eval_B
