from_node,to_node,drone_type,communication_possible,worst_margin,relay_required,relay_required_duration,candidate_count,pipeline_called,evaluation_status,scenario,delta_backhaul_db,pipeline_sha256
S008,S011,C,True,7.4019063390613695,True,413.35379274945694,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S012,C,False,-0.9784632899513781,True,589.6637454684105,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S013,C,True,3.836036265443923,True,600.8894366658058,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S014,C,True,1.1428479220222698,True,982.0713444519533,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S015,C,True,0.8907832725306122,True,556.3584046989401,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,O01,C,True,1.3385510133129799,True,406.7921022553494,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S001,C,True,1.3385510133129799,True,202.57581948200948,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S002,C,False,-1.0449936776191464,True,209.100764459777,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S003,C,False,-0.8285638267358166,True,866.1681866269403,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S004,C,True,1.3385510133129799,True,286.0239995177715,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S005,C,True,1.3385510133129799,True,314.08210943506674,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S006,C,True,1.3385510133129799,True,576.1957246676616,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S007,C,True,1.3385510133129799,True,615.4635012369201,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S008,C,True,1.3385510133129799,True,456.88059854315156,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S010,C,True,1.3385510133129799,True,471.9471946668434,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S011,C,True,1.3385510133129799,True,322.7126285107047,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S012,C,False,-0.9784632899513781,True,290.7851303368486,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S013,C,True,1.3385510133129799,True,281.7915143993748,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S014,C,True,1.3385510133129799,True,652.1741722407617,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S009,S015,C,True,0.8907832725306122,True,618.3509854873118,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,O01,C,True,2.918482904678413,True,352.16524010077796,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S001,C,True,2.918482904678413,True,278.979398844589,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S002,C,False,-1.0449936776191464,True,588.1537310297747,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S003,C,False,-0.8285638267358166,True,902.6845984950955,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S004,C,True,2.918482904678413,True,684.2039069629641,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S005,C,True,2.918482904678413,True,605.8211245937869,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S006,C,True,2.918482904678413,True,559.9333133667442,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S007,C,True,2.918482904678413,True,650.8368434138897,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S008,C,True,2.5907479698198443,True,766.4929205719702,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S009,C,True,1.3385510133129799,True,484.12664034396585,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S011,C,True,2.918482904678413,True,425.25156133401447,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S012,C,False,-0.9784632899513781,True,409.7533134199532,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S013,C,True,2.918482904678413,True,229.39738657389682,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S014,C,True,1.7176137743184654,True,284.89073029712813,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S010,S015,C,True,0.8907832725306122,True,791.1931027564046,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,O01,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S001,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S002,C,False,-1.0449936776191464,True,457.17406839474836,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S003,C,False,-0.8285638267358166,True,455.0585482093527,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S004,C,True,7.280977071864612,True,427.9060181200325,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S005,C,True,11.920214911402752,True,263.79332918068496,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S006,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S007,C,True,12.852479773346403,True,233.97365157754336,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S008,C,True,7.4019063390613695,True,427.55809936719834,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S009,C,True,1.3385510133129799,True,331.31139075956526,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S010,C,True,2.918482904678413,True,433.76161780865607,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S012,C,False,-0.9784632899513781,True,530.1857390919763,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S013,C,True,7.603612052352474,True,361.64162183316296,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S014,C,True,1.7176137743184654,True,608.6194490025916,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S011,S015,C,True,0.8907832725306122,True,287.9104540626631,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,O01,C,False,-0.9784632899513781,True,546.5863856819466,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S001,C,False,-0.9784632899513781,True,375.40282650666643,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S002,C,False,-1.0449936776191464,True,350.49861921346667,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S003,C,False,-0.9784632899513781,True,1040.5122214427365,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S004,C,False,-0.9784632899513781,True,452.00921047723216,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S005,C,False,-0.9784632899513781,True,492.0212255921698,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S006,C,False,-0.9784632899513781,True,728.0580668246054,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S007,C,False,-0.9784632899513781,True,769.1414681784491,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S008,C,False,-0.9784632899513781,True,590.6371011840741,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S009,C,False,-0.9784632899513781,True,295.7663562168424,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S010,C,False,-0.9784632899513781,True,402.57099233842735,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S011,C,False,-0.9784632899513781,True,516.0538948756827,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S013,C,False,-0.9784632899513781,True,296.0305345221749,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S014,C,False,-0.9784632899513781,True,555.7831627547513,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S012,S015,C,False,-0.9784632899513781,True,797.2640289002348,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,O01,C,True,8.253309043575541,True,342.22005567485576,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S001,C,True,12.399222381273873,True,203.61634471699517,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S002,C,False,-1.0449936776191464,True,392.82507697152437,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S003,C,False,-0.8285638267358166,True,893.1717977361509,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S004,C,True,5.297945737201175,True,494.31329687652305,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S005,C,True,7.6113031242627756,True,446.47073895320204,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S006,C,True,4.151652073208851,True,535.2773512506622,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S007,C,True,3.8577935062462956,True,610.4768417914436,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S008,C,True,3.836036265443923,True,609.0765042815815,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S009,C,True,1.3385510133129799,True,293.9731014591948,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S010,C,True,2.918482904678413,True,229.40644746190083,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S011,C,True,7.603612052352474,True,358.9776979447181,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S012,C,False,-0.9784632899513781,True,303.2263756550533,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S014,C,True,1.7176137743184654,True,372.90322733344874,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S013,S015,C,True,0.8907832725306122,True,699.7789444384473,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,O01,C,True,1.7176137743184654,True,457.1111536878566,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S001,C,True,1.7176137743184654,True,446.21674993466536,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S002,C,False,-1.0449936776191464,True,718.74731080026,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S003,C,False,-0.8285638267358166,True,1048.7360047849752,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S004,C,True,1.7176137743184654,True,866.5608292710322,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S005,C,True,1.7176137743184654,True,838.4313430756283,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S006,C,True,1.7176137743184654,True,674.4593888568854,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S007,C,True,1.7176137743184654,True,853.0088072273172,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S008,C,True,1.1428479220222698,True,990.2571725726232,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S009,C,True,1.3385510133129799,True,664.3097138004755,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S010,C,True,1.7176137743184654,True,284.8331305973454,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S011,C,True,1.7176137743184654,True,581.9404733024676,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S012,C,False,-0.9784632899513781,True,562.9031726496046,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S013,C,True,1.7176137743184654,True,372.839597279984,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S014,S015,C,True,0.8907832725306122,True,891.8171307770688,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,O01,C,True,0.8907832725306122,True,440.1678856811567,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S001,C,True,0.8907832725306122,True,415.394688476288,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S002,C,False,-1.0449936776191464,True,756.9915431621845,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S003,C,False,-0.8285638267358166,True,254.344600267308,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S004,C,False,-2.142344585189363,True,694.8068567285292,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S005,C,True,0.8907832725306122,True,519.4334644425418,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S006,C,True,0.8907832725306122,True,384.2244728411109,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S007,C,True,0.8907832725306122,True,237.13523931746852,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S008,C,True,0.8907832725306122,True,576.7348229285568,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S009,C,True,0.8907832725306122,True,642.8191762672838,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S010,C,True,0.8907832725306122,True,803.3645651531159,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S011,C,True,0.8907832725306122,True,276.46687901544203,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S012,C,False,-0.9784632899513781,True,816.7570192437873,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S013,C,True,0.8907832725306122,True,711.9877052158164,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S015,S014,C,True,0.8907832725306122,True,903.9864316880083,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
