from_node,to_node,drone_type,communication_possible,worst_margin,relay_required,relay_required_duration,candidate_count,pipeline_called,evaluation_status,scenario,delta_backhaul_db,pipeline_sha256,evaluation_mode
S007,O01,C,True,9.881076683362565,True,367.6271922653066,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S001,C,True,8.723823284435028,True,381.5864445376744,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S002,C,True,1.322380853485683e-06,True,719.4603226016688,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S003,C,True,0.21643117326418326,True,243.1735228992634,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S004,C,True,9.567612161903327,True,280.3632995605468,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S005,C,True,9.58391422285095,True,541.2839180737308,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S006,C,True,14.478056582619216,True,264.5096722762469,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S008,C,True,9.18323886974872,True,316.2155517578125,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S009,C,True,2.38354601331298,True,627.3865558466066,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S010,C,True,3.963477904678413,True,650.4850238707734,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S011,C,True,13.897474773346405,True,224.90958752005463,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S012,C,True,0.0665317100486219,True,776.1211459605579,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S013,C,True,4.902788506246296,True,610.1634794393804,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S014,C,True,2.7626087743184655,True,852.6520232387847,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S007,S015,C,True,1.935778272530612,True,224.53524835719304,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,O01,C,True,4.831365205739842,True,581.4278411460512,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S001,C,True,7.471889086681088,True,437.2149431787907,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S002,C,True,1.322380853485683e-06,True,445.2549978092445,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S003,C,True,0.21643117326418326,True,856.2359101025343,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S004,C,True,9.18323886974872,True,299.46642965048113,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S005,C,True,9.18323886974872,True,327.42887190882493,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S006,C,True,4.845795140876845,True,658.3031998582587,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S007,C,True,9.18323886974872,True,308.4555517578126,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S009,C,True,2.38354601331298,True,460.92772096645854,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S010,C,True,3.6357429698198445,True,758.2888891750813,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S011,C,True,8.44690133906137,True,413.35379274945694,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S012,C,True,0.0665317100486219,True,589.6637454684105,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S013,C,True,4.881031265443923,True,600.8894366658058,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S014,C,True,2.18784292202227,True,982.0713444519532,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S008,S015,C,True,1.935778272530612,True,556.3584046989401,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,O01,C,True,2.38354601331298,True,406.7921022553494,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S001,C,True,2.38354601331298,True,202.57581948200948,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S002,C,True,1.322380853485683e-06,True,209.100764459777,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S003,C,True,0.21643117326418326,True,866.1681866269403,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S004,C,True,2.38354601331298,True,286.0239995177715,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S005,C,True,2.38354601331298,True,314.08210943506674,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S006,C,True,2.38354601331298,True,576.1957246676616,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S007,C,True,2.38354601331298,True,615.4635012369201,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S008,C,True,2.38354601331298,True,456.8805985431516,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S010,C,True,2.38354601331298,True,471.9471946668434,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S011,C,True,2.38354601331298,True,322.7126285107047,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S012,C,True,0.0665317100486219,True,290.7851303368486,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S013,C,True,2.38354601331298,True,281.7915143993748,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S014,C,True,2.38354601331298,True,652.1741722407617,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S009,S015,C,True,1.935778272530612,True,618.3509854873118,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,O01,C,True,3.963477904678413,True,352.165240100778,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S001,C,True,3.963477904678413,True,278.979398844589,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S002,C,True,1.322380853485683e-06,True,588.1537310297747,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S003,C,True,0.21643117326418326,True,902.6845984950957,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S004,C,True,3.963477904678413,True,684.2039069629641,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S005,C,True,3.963477904678413,True,605.8211245937869,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S006,C,True,3.963477904678413,True,559.9333133667442,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S007,C,True,3.963477904678413,True,650.8368434138897,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S008,C,True,3.6357429698198445,True,766.4929205719702,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S009,C,True,2.38354601331298,True,484.12664034396585,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S011,C,True,3.963477904678413,True,425.25156133401447,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S012,C,True,0.0665317100486219,True,409.7533134199532,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S013,C,True,3.963477904678413,True,229.3973865738968,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S014,C,True,2.7626087743184655,True,284.89073029712813,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S010,S015,C,True,1.935778272530612,True,791.1931027564046,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,O01,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S001,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S002,C,True,1.322380853485683e-06,True,457.1740683947484,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S003,C,True,0.21643117326418326,True,455.0585482093527,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S004,C,True,8.325972071864612,True,427.9060181200325,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S005,C,True,12.965209911402752,True,263.79332918068496,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S006,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S007,C,True,13.897474773346405,True,233.97365157754336,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S008,C,True,8.44690133906137,True,427.5580993671984,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S009,C,True,2.38354601331298,True,331.31139075956526,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S010,C,True,3.963477904678413,True,433.76161780865607,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S012,C,True,0.0665317100486219,True,530.1857390919763,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S013,C,True,8.648607052352475,True,361.64162183316296,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S014,C,True,2.7626087743184655,True,608.6194490025916,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S011,S015,C,True,1.935778272530612,True,287.9104540626631,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,O01,C,True,0.0665317100486219,True,546.5863856819466,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S001,C,True,0.0665317100486219,True,375.4028265066664,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S002,C,True,1.322380853485683e-06,True,350.49861921346667,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S003,C,True,0.0665317100486219,True,1040.5122214427363,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S004,C,True,0.0665317100486219,True,452.00921047723216,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S005,C,True,0.0665317100486219,True,492.0212255921698,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S006,C,True,0.0665317100486219,True,728.0580668246054,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S007,C,True,0.0665317100486219,True,769.1414681784491,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S008,C,True,0.0665317100486219,True,590.6371011840741,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S009,C,True,0.0665317100486219,True,295.7663562168424,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S010,C,True,0.0665317100486219,True,402.57099233842735,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S011,C,True,0.0665317100486219,True,516.0538948756827,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S013,C,True,0.0665317100486219,True,296.0305345221749,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S014,C,True,0.0665317100486219,True,555.7831627547513,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S012,S015,C,True,0.0665317100486219,True,797.2640289002348,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,O01,C,True,9.298304043575541,True,342.22005567485576,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S001,C,True,13.444217381273873,True,203.6163447169952,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S002,C,True,1.322380853485683e-06,True,392.8250769715244,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S003,C,True,0.21643117326418326,True,893.1717977361509,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S004,C,True,6.342940737201175,True,494.3132968765231,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S005,C,True,8.656298124262774,True,446.4707389532021,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S006,C,True,5.196647073208851,True,535.2773512506622,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S007,C,True,4.902788506246296,True,610.4768417914436,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S008,C,True,4.881031265443923,True,609.0765042815815,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S009,C,True,2.38354601331298,True,293.9731014591948,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S010,C,True,3.963477904678413,True,229.40644746190085,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S011,C,True,8.648607052352475,True,358.9776979447181,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S012,C,True,0.0665317100486219,True,303.2263756550533,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S014,C,True,2.7626087743184655,True,372.9032273334488,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S013,S015,C,True,1.935778272530612,True,699.7789444384473,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S014,O01,C,True,2.7626087743184655,True,457.1111536878566,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
